,Year,day,,Time,Levels(ft),Inflows(Cs),Disch(Cs)
10,2000,10 April 2000,101,2000.273,1507.42,8023,13451
11,2000,11 April 2000,102,2000.276,1506.5,7743,13549
12,2000,12 April 2000,103,2000.279,1505.72,8478,13403
13,2000,13 April 2000,104,2000.281,1505.08,9557,13597
14,2000,14 April 2000,105,2000.284,1504.56,10219,13500
15,2000,15 April 2000,106,2000.287,1504.21,11289,13500
16,2000,16 April 2000,107,2000.290,1503.49,10650,15199
17,2000,17 April 2000,108,2000.292,1502.78,10467,14948
18,2000,18 April 2000,109,2000.295,1502.07,10518,15000
19,2000,19 April 2000,110,2000.298,1501.42,10949,15052
20,2000,20 April 2000,111,2000.301,1500.83,11538,15263
21,2000,21 April 2000,112,2000.303,1500.3,11655,15000
22,2000,22 April 2000,113,2000.306,1499.82,12074,15000
23,2000,23 April 2000,114,2000.309,1499.32,12128,15000
24,2000,24 April 2000,115,2000.311,1498.95,12819,14947
25,2000,25 April 2000,116,2000.314,1498.55,12595,14893
26,2000,26 April 2000,117,2000.317,1497.88,11778,15625
27,2000,27 April 2000,118,2000.320,1497.28,12607,16053
28,2000,28 April 2000,119,2000.322,1496.64,12535,16214
29,2000,29 April 2000,120,2000.325,1495.88,11529,15893
30,2000,30 April 2000,121,2000.328,1494.96,11250,16532
1,2000,01 May 2000,122,2000.331,1493.92,10576,16554
2,2000,02 May 2000,123,2000.333,1493,11215,16500
3,2000,03 May 2000,124,2000.336,1492.46,14270,17369
4,2000,04 May 2000,125,2000.339,1491.66,14614,19214
5,2000,05 May 2000,126,2000.342,1491.44,17683,18946
6,2000,06 May 2000,127,2000.344,1491.51,19508,19107
7,2000,07 May 2000,128,2000.347,1491.48,18776,18947
8,2000,08 May 2000,129,2000.350,1491,15811,18569
9,2000,09 May 2000,130,2000.352,1490.26,14805,19053
10,2000,10 May 2000,131,2000.355,1490.02,17568,18947
11,2000,11 May 2000,132,2000.358,1490.03,19602,19545
12,2000,12 May 2000,133,2000.361,1490.38,21958,19947
13,2000,13 May 2000,134,2000.363,1491.29,24850,19625
14,2000,14 May 2000,135,2000.366,1491.97,25010,21104
15,2000,15 May 2000,136,2000.369,1493.02,26584,20551
16,2000,16 May 2000,137,2000.372,1494.5,29057,20552
17,2000,17 May 2000,138,2000.374,1495.92,29196,21041
18,2000,18 May 2000,139,2000.377,1497.1,27886,21107
19,2000,19 May 2000,140,2000.380,1498.34,28015,20893
20,2000,20 May 2000,141,2000.383,1499.35,27455,21651
21,2000,21 May 2000,142,2000.385,1500.28,26484,20985
22,2000,22 May 2000,143,2000.388,1500.93,25554,21451
23,2000,23 May 2000,144,2000.391,1501.91,27687,21500
24,2000,24 May 2000,145,2000.393,1503.24,29841,21446
25,2000,25 May 2000,146,2000.396,1504.29,28132,21500
26,2000,26 May 2000,147,2000.399,1505.38,28381,21500
27,2000,27 May 2000,148,2000.402,1506.6,29046,21344
28,2000,28 May 2000,149,2000.404,1507.57,27301,21178
29,2000,29 May 2000,150,2000.407,1508.24,26073,21845
30,2000,30 May 2000,151,2000.410,1508.82,25661,22000
31,2000,31 May 2000,152,2000.413,1509.62,26999,21949
1,2000,01 June 2000,153,2000.415,1510.2,25972,22309
2,2000,02 June 2000,154,2000.418,1510.34,23573,22688
3,2000,03 June 2000,155,2000.421,1510.47,23165,22345
4,2000,04 June 2000,156,2000.423,1511,25467,22120
5,2000,05 June 2000,157,2000.426,1511.91,27441,21697
6,2000,06 June 2000,158,2000.429,1512.1,23806,22606
7,2000,07 June 2000,159,2000.432,1511.64,20965,23868
8,2000,08 June 2000,160,2000.434,1510.92,20904,25452
9,2000,09 June 2000,161,2000.437,1512.57,36981,26562
10,2000,10 June 2000,162,2000.440,1516.56,51300,26115
11,2000,11 June 2000,163,2000.443,1517.25,31357,27098
12,2000,12 June 2000,164,2000.445,1517,26492,28070
13,2000,13 June 2000,165,2000.448,1516.19,24435,29553
14,2000,14 June 2000,166,2000.451,1515.26,23812,29682
15,2000,15 June 2000,167,2000.454,1514.65,26317,30166
16,2000,16 June 2000,168,2000.456,1514.55,29586,30217
17,2000,17 June 2000,169,2000.459,1515.11,33413,29880
18,2000,18 June 2000,170,2000.462,1515.74,34195,30217
19,2000,19 June 2000,171,2000.464,1516.45,34591,30110
20,2000,20 June 2000,172,2000.467,1517.3,35205,29835
21,2000,21 June 2000,173,2000.470,1518.08,35472,30548
22,2000,22 June 2000,174,2000.473,1518.99,35613,30500
23,2000,23 June 2000,175,2000.475,1519.72,35850,30611
24,2000,24 June 2000,176,2000.478,1520,32377,30610
25,2000,25 June 2000,177,2000.481,1519.89,29751,30445
26,2000,26 June 2000,178,2000.484,1519.7,29356,30555
27,2000,27 June 2000,179,2000.486,1519.76,30428,30049
28,2000,28 June 2000,180,2000.489,1520.66,36202,29597
29,2000,29 June 2000,181,2000.492,1521.42,35307,29445
30,2000,30 June 2000,182,2000.495,1522.2,35517,29500
1,2000,01 July 2000,183,2000.497,1523.92,42712,29445
2,2000,02 July 2000,184,2000.500,1525.34,39138,28188
3,2000,03 July 2000,185,2000.503,1526.12,34125,28110
4,2000,04 July 2000,186,2000.505,1526.48,30777,28000
5,2000,05 July 2000,187,2000.508,1526.8,30413,27945
6,2000,06 July 2000,188,2000.511,1527.12,30414,27945
7,2000,07 July 2000,189,2000.514,1527.73,32815,28110
8,2000,08 July 2000,190,2000.516,1528.85,36530,27890
9,2000,09 July 2000,191,2000.519,1530.6,41386,27889
10,2000,10 July 2000,192,2000.522,1532.39,39640,25835
11,2000,11 July 2000,193,2000.525,1533.56,34918,25893
12,2000,12 July 2000,194,2000.527,1535.03,36589,25250
13,2000,13 July 2000,195,2000.530,1536.64,36604,24107
14,2000,14 July 2000,196,2000.533,1538.2,35951,24000
15,2000,15 July 2000,197,2000.536,1539.83,36465,23893
16,2000,16 July 2000,198,2000.538,1541.62,40730,23654
17,2000,17 July 2000,199,2000.541,1544.46,49898,22264
18,2000,18 July 2000,200,2000.544,1550.54,79879,20721
19,2000,19 July 2000,201,2000.546,1555.73,71787,21288
20,2000,20 July 2000,202,2000.549,1559.5,56671,19987
21,2000,21 July 2000,203,2000.552,1562.57,54526,19951
22,2000,22 July 2000,204,2000.555,1566.61,66010,19305
23,2000,23 July 2000,205,2000.557,1570.42,63190,19145
24,2000,24 July 2000,206,2000.560,1573.8,58172,19097
25,2000,25 July 2000,207,2000.563,1576.9,54838,19000
26,2000,26 July 2000,208,2000.566,1579.66,52482,20575
27,2000,27 July 2000,209,2000.568,1582.57,58401,20730
28,2000,28 July 2000,210,2000.571,1585.22,57345,22554
29,2000,29 July 2000,211,2000.574,1588.02,59925,23165
30,2000,30 July 2000,212,2000.577,1590.83,59893,23000
31,2000,31 July 2000,213,2000.579,1594.55,71785,22945
1,2000,01 August 2000,214,2000.582,1598.36,72856,22835
2,2000,02 August 2000,215,2000.585,1603.98,102724,22889
3,2000,03 August 2000,216,2000.587,1607.63,76527,23055
4,2000,04 August 2000,217,2000.590,1610.13,59626,23000
5,2000,05 August 2000,218,2000.593,1611.74,46696,23111
6,2000,06 August 2000,219,2000.596,1613.02,41699,22945
7,2000,07 August 2000,220,2000.598,1614.29,41768,23166
8,2000,08 August 2000,221,2000.601,1615.45,40726,23731
9,2000,09 August 2000,222,2000.604,1616.58,41763,25208
10,2000,10 August 2000,223,2000.607,1617.78,42313,24732
11,2000,11 August 2000,224,2000.609,1619.12,42037,22409
12,2000,12 August 2000,225,2000.612,1620.17,38387,22733
13,2000,13 August 2000,226,2000.615,1621.16,39077,23000
14,2000,14 August 2000,227,2000.617,1622.3,41518,23000
15,2000,15 August 2000,228,2000.620,1623.52,42813,23000
16,2000,16 August 2000,229,2000.623,1624.71,42226,22897
17,2000,17 August 2000,230,2000.626,1625.71,38750,22511
18,2000,18 August 2000,231,2000.628,1626.65,37812,22541
19,2000,19 August 2000,232,2000.631,1627.77,40635,22447
20,2000,20 August 2000,233,2000.634,1628.68,37335,22553
21,2000,21 August 2000,234,2000.637,1629.62,37765,22500
22,2000,22 August 2000,235,2000.639,1630.48,36418,22447
23,2000,23 August 2000,236,2000.642,1631.35,36627,22500
24,2000,24 August 2000,237,2000.645,1632.12,35062,22553
25,2000,25 August 2000,238,2000.648,1632.71,31657,22075
26,2000,26 August 2000,239,2000.650,1633.29,31844,22426
27,2000,27 August 2000,240,2000.653,1633.98,33099,21893
28,2000,28 August 2000,241,2000.656,1635.01,38837,22101
29,2000,29 August 2000,242,2000.658,1636.42,44851,21947
30,2000,30 August 2000,243,2000.661,1637.52,39863,22000
31,2000,31 August 2000,244,2000.664,1638.51,38027,21946
1,2000,01 September 2000,245,2000.667,1639.67,40733,21894
2,2000,02 September 2000,246,2000.669,1640.58,37841,22106
3,2000,03 September 2000,247,2000.672,1641.27,34020,21681
4,2000,04 September 2000,248,2000.675,1641.93,34123,22319
5,2000,05 September 2000,249,2000.678,1642.69,35702,22107
6,2000,06 September 2000,250,2000.680,1643.59,38094,22000
7,2000,07 September 2000,251,2000.683,1644.45,37326,21947
8,2000,08 September 2000,252,2000.686,1645.2,35412,22000
9,2000,09 September 2000,253,2000.689,1645.83,33054,21787
10,2000,10 September 2000,254,2000.691,1646.34,31177,22053
11,2000,11 September 2000,255,2000.694,1646.62,27062,22053
12,2000,12 September 2000,256,2000.697,1646.77,24735,22053
13,2000,13 September 2000,257,2000.699,1646.88,23808,21841
14,2000,14 September 2000,258,2000.702,1646.99,23968,22000
15,2000,15 September 2000,259,2000.705,1647.12,24215,21893
16,2000,16 September 2000,260,2000.708,1647.22,23789,22000
17,2000,17 September 2000,261,2000.710,1647.28,23070,22000
18,2000,18 September 2000,262,2000.713,1647.38,23788,22000
19,2000,19 September 2000,263,2000.716,1647.48,23789,22000
20,2000,20 September 2000,264,2000.719,1647.57,23662,22053
21,2000,21 September 2000,265,2000.721,1647.7,23310,20985
22,2000,22 September 2000,266,2000.724,1647.8,22788,21000
23,2000,23 September 2000,267,2000.727,1647.77,20464,21000
24,2000,24 September 2000,268,2000.730,1647.59,17678,20897
25,2000,25 September 2000,269,2000.732,1647.35,16707,21000
26,2000,26 September 2000,270,2000.735,1647,14535,20794
27,2000,27 September 2000,271,2000.738,1646.65,14814,21071
28,2000,28 September 2000,272,2000.740,1646.37,14776,19784
29,2000,29 September 2000,273,2000.743,1646.02,13344,19603
30,2000,30 September 2000,274,2000.746,1645.69,13064,18969
1,2000,01 October 2000,275,2000.749,1645.41,12563,17571
2,2000,02 October 2000,276,2000.751,1645.14,12758,17588
3,2000,03 October 2000,277,2000.754,1644.88,12966,17614
4,2000,04 October 2000,278,2000.757,1644.61,12747,17575
5,2000,05 October 2000,279,2000.760,1644.34,12823,17653
6,2000,06 October 2000,280,2000.762,1644.08,12951,17600
7,2000,07 October 2000,281,2000.765,1643.85,13593,17706
8,2000,08 October 2000,282,2000.768,1643.65,13865,17441
9,2000,09 October 2000,283,2000.770,1643.38,12717,17546
10,2000,10 October 2000,284,2000.773,1643.1,12592,17600
11,2000,11 October 2000,285,2000.776,1642.76,11521,17600
12,2000,12 October 2000,286,2000.779,1642.45,11486,17030
13,2000,13 October 2000,287,2000.781,1642.18,11148,15977
14,2000,14 October 2000,288,2000.784,1641.96,11721,15658
15,2000,15 October 2000,289,2000.787,1641.75,12202,15958
16,2000,16 October 2000,290,2000.790,1641.42,10226,16127
17,2000,17 October 2000,291,2000.792,1641.12,9634,15000
18,2000,18 October 2000,292,2000.795,1640.81,9404,14947
19,2000,19 October 2000,293,2000.798,1640.5,9615,15159
20,2000,20 October 2000,294,2000.801,1640.22,9940,14947
21,2000,21 October 2000,295,2000.803,1639.95,10303,15053
22,2000,22 October 2000,296,2000.806,1639.68,10615,15000
23,2000,23 October 2000,297,2000.809,1639.4,10400,14947
24,2000,24 October 2000,298,2000.811,1639.11,10396,15107
25,2000,25 October 2000,299,2000.814,1638.83,10507,15053
26,2000,26 October 2000,300,2000.817,1638.53,10293,15165
27,2000,27 October 2000,301,2000.820,1638.65,10618,15166
28,2000,28 October 2000,302,2000.822,1637.99,9811,14136
29,2000,29 October 2000,303,2000.825,1637.62,9417,15426
30,2000,30 October 2000,304,2000.828,1637.29,9629,14989
31,2000,31 October 2000,305,2000.831,1636.84,9747,17053
1,2000,01 November 2000,306,2000.833,1636.42,10374,17195
2,2000,02 November 2000,307,2000.836,1635.91,10372,18659
3,2000,03 November 2000,308,2000.839,1635.4,10325,18607
4,2000,04 November 2000,309,2000.842,1634.88,9895,18340
5,2000,05 November 2000,310,2000.844,1634.36,10055,18500
6,2000,06 November 2000,311,2000.847,1633.84,10052,18500
7,2000,07 November 2000,312,2000.850,1633.3,9676,18447
8,2000,08 November 2000,313,2000.852,1632.73,9245,18500
9,2000,09 November 2000,314,2000.855,1632.14,8865,18447
10,2000,10 November 2000,315,2000.858,1631.51,8478,18713
11,2000,11 November 2000,316,2000.861,1630.9,8382,18287
12,2000,12 November 2000,317,2000.863,1630.27,8268,18500
13,2000,13 November 2000,318,2000.866,1629.62,7833,18393
14,2000,14 November 2000,319,2000.869,1629,8323,18393
15,2000,15 November 2000,320,2000.872,1628.35,7945,18500
16,2000,16 November 2000,321,2000.874,1627.7,7941,18500
17,2000,17 November 2000,322,2000.877,1627.03,7565,18447
18,2000,18 November 2000,323,2000.880,1626.38,7532,18087
19,2000,19 November 2000,324,2000.883,1625.7,7108,18155
20,2000,20 November 2000,325,2000.885,1625,7179,18548
21,2000,21 November 2000,326,2000.888,1624.26,6581,18597
22,2000,22 November 2000,327,2000.891,1623.53,6841,18700
23,2000,23 November 2000,328,2000.893,1622.81,6415,18107
24,2000,24 November 2000,329,2000.896,1622.07,6578,18596
25,2000,25 November 2000,330,2000.899,1621.33,6574,18597
26,2000,26 November 2000,331,2000.902,1620.6,6550,18403
27,2000,27 November 2000,332,2000.904,1619.83,6361,18597
28,2000,28 November 2000,333,2000.907,1619.06,7074,18355
29,2000,29 November 2000,334,2000.910,1618.28,7217,18645
30,2000,30 November 2000,335,2000.913,1617.49,7028,18597
1,2000,01 December 2000,336,2000.915,1616.74,7261,18250
2,2000,02 December 2000,337,2000.918,1616.02,6952,17500
3,2000,03 December 2000,338,2000.921,1615.3,6854,17403
4,2000,04 December 2000,339,2000.923,1614.55,6464,17452
5,2000,05 December 2000,340,2000.926,1613.77,6125,17548
6,2000,06 December 2000,341,2000.929,1612.99,6072,17500
7,2000,07 December 2000,342,2000.932,1612.22,6122,17403
8,2000,08 December 2000,343,2000.934,1611.43,5975,17549
9,2000,09 December 2000,344,2000.937,1610.66,6075,17355
10,2000,10 December 2000,345,2000.940,1609.87,5929,17500
11,2000,11 December 2000,346,2000.943,1609.55,5487,17500
12,2000,12 December 2000,347,2000.945,1608.24,5631,17500
13,2000,13 December 2000,348,2000.948,1607.43,5633,17500
14,2000,14 December 2000,349,2000.951,1606.62,5632,17500
15,2000,15 December 2000,350,2000.954,1605.8,5491,17500
16,2000,16 December 2000,351,2000.956,1604.96,5602,17909
17,2000,17 December 2000,352,2000.959,1604.11,5548,18000
18,2000,18 December 2000,353,2000.962,1603.26,5401,17855
19,2000,19 December 2000,354,2000.964,1602.35,5188,18520
20,2000,20 December 2000,355,2000.967,1601.46,5465,18500
21,2000,21 December 2000,356,2000.970,1600.58,5654,18547
22,2000,22 December 2000,357,2000.973,1599.65,5746,18445
23,2000,23 December 2000,358,2000.975,1598.75,5994,18203
24,2000,24 December 2000,359,2000.978,1597.85,6291,18107
25,2000,25 December 2000,360,2000.981,1596.98,6690,18111
26,2000,26 December 2000,361,2000.984,1596.06,6314,18392
27,2000,27 December 2000,362,2000.986,1595.12,6007,18348
28,2000,28 December 2000,363,2000.989,1594.17,5828,18300
29,2000,29 December 2000,364,2000.992,1593.23,5819,18160
30,2000,30 December 2000,365,2000.995,1592.28,5735,18207
31,2000,31 December 2000,366,2000.997,1591.26,4673,18069
1,2001,01 January 2001,1,2001.000,1590.3,4509,17110
2,2001,02 January 2001,2,2001.003,1589.72,7420,15037
3,2001,03 January 2001,3,2001.005,1588.93,5802,16173
4,2001,04 January 2001,4,2001.008,1588.21,6007,15460
5,2001,05 January 2001,5,2001.011,1587.45,6069,16048
6,2001,06 January 2001,6,2001.014,1586.64,5416,16049
7,2001,07 January 2001,7,2001.016,1585.83,5414,16048
8,2001,08 January 2001,8,2001.019,1584.96,4579,16000
9,2001,09 January 2001,9,2001.022,1584.08,4494,16048
10,2001,10 January 2001,10,2001.025,1583.22,4710,16000
11,2001,11 January 2001,11,2001.027,1582.35,4446,15868
12,2001,12 January 2001,12,2001.030,1581.48,4157,15580
13,2001,13 January 2001,13,2001.033,1580.61,4034,15455
14,2001,14 January 2001,14,2001.036,1579.76,4747,15530
15,2001,15 January 2001,15,2001.038,1578.93,5119,14714
16,2001,16 January 2001,16,2001.041,1578.07,5295,15237
17,2001,17 January 2001,17,2001.044,1577.23,5192,14903
18,2001,18 January 2001,18,2001.047,1576.37,5252,15194
19,2001,19 January 2001,19,2001.049,1575.51,4961,14903
20,2001,20 January 2001,20,2001.052,1574.63,4779,14952
21,2001,21 January 2001,21,2001.055,1573.74,4710,15000
22,2001,22 January 2001,22,2001.058,1572.85,4384,14672
23,2001,23 January 2001,23,2001.060,1571.94,4433,14954
24,2001,24 January 2001,24,2001.063,1571.03,4666,15185
25,2001,25 January 2001,25,2001.066,1570.15,4826,15000
26,2001,26 January 2001,26,2001.068,1569.26,4481,14769
27,2001,27 January 2001,27,2001.071,1568.29,4062,15277
28,2001,28 January 2001,28,2001.074,1567.36,4065,14815
29,2001,29 January 2001,29,2001.077,1566.4,3993,15092
30,2001,30 January 2001,30,2001.079,1565.44,3949,15047
31,2001,31 January 2001,31,2001.082,1564.49,3878,14861
1,2001,01 February 2001,32,2001.085,1563.49,3880,15440
2,2001,02 February 2001,33,2001.088,1562.41,3515,16000
3,2001,03 February 2001,34,2001.090,1561.33,3608,16093
4,2001,04 February 2001,35,2001.093,1560.32,3547,15224
5,2001,05 February 2001,36,2001.096,1559.21,3661,15047
6,2001,06 February 2001,37,2001.099,1558.19,4848,14773
7,2001,07 February 2001,38,2001.101,1557.1,4759,15365
8,2001,08 February 2001,39,2001.104,1556.06,4788,14908
9,2001,09 February 2001,40,2001.107,1554.98,4445,14954
10,2001,10 February 2001,41,2001.110,1553.85,4097,15092
11,2001,11 February 2001,42,2001.112,1552.72,3866,14861
12,2001,12 February 2001,43,2001.115,1551.57,3856,15047
13,2001,13 February 2001,44,2001.118,1550.46,3804,14602
14,2001,14 February 2001,45,2001.121,1549.54,4248,13203
15,2001,15 February 2001,46,2001.123,1548.66,4335,12892
16,2001,16 February 2001,47,2001.126,1547.76,4291,13048
17,2001,17 February 2001,48,2001.129,1546.82,3901,13048
18,2001,18 February 2001,49,2001.132,1545.88,3805,12952
19,2001,19 February 2001,50,2001.134,1544.94,3805,12952
20,2001,20 February 2001,51,2001.137,1544.01,3805,12854
21,2001,21 February 2001,52,2001.140,1543.06,3806,13049
22,2001,22 February 2001,53,2001.142,1542.12,3854,13000
23,2001,23 February 2001,54,2001.145,1541.17,3803,13048
24,2001,24 February 2001,55,2001.148,1540.24,3951,13000
25,2001,25 February 2001,56,2001.151,1539.25,4643,12763
26,2001,26 February 2001,57,2001.153,1538.31,6034,13286
27,2001,27 February 2001,58,2001.156,1537.32,5557,13193
28,2001,28 February 2001,59,2001.159,1536.34,5446,13000
1,2001,01 March 2001,60,2001.162,1535.34,5335,13049
2,2001,02 March 2001,61,2001.164,1534.36,5343,12903
3,2001,03 March 2001,62,2001.167,1533.32,5026,13048
4,2001,04 March 2001,63,2001.170,1532.24,4819,13149
5,2001,05 March 2001,64,2001.173,1531.15,4591,13000
6,2001,06 March 2001,65,2001.175,1530.08,4800,13051
7,2001,07 March 2001,66,2001.178,1529.04,4981,13000
8,2001,08 March 2001,67,2001.181,1527.97,4694,12949
9,2001,09 March 2001,68,2001.184,1526.87,4565,13051
10,2001,10 March 2001,69,2001.186,1525.76,4439,13000
11,2001,11 March 2001,70,2001.189,1524.62,4155,12949
12,2001,12 March 2001,71,2001.192,1523.46,4057,13000
13,2001,13 March 2001,72,2001.195,1522.29,3975,13000
14,2001,14 March 2001,73,2001.197,1521.14,4078,12948
15,2001,15 March 2001,74,2001.200,1519.98,4032,12952
16,2001,16 March 2001,75,2001.203,1518.71,4984,13000
17,2001,17 March 2001,76,2001.205,1517.58,5818,12951
18,2001,18 March 2001,77,2001.208,1516.38,5469,13049
19,2001,19 March 2001,78,2001.211,1515.17,5362,13000
20,2001,20 March 2001,79,2001.214,1513.92,5013,12903
21,2001,21 March 2001,80,2001.216,1512.69,5188,12951
22,2001,22 March 2001,81,2001.219,1511.51,5503,12952
23,2001,23 March 2001,82,2001.222,1510.44,6292,13048
24,2001,24 March 2001,83,2001.225,1509.25,5437,12952
25,2001,25 March 2001,84,2001.227,1508.09,5726,13048
26,2001,26 March 2001,85,2001.230,1506.91,5649,13097
27,2001,27 March 2001,86,2001.233,1505.65,5047,13000
28,2001,28 March 2001,87,2001.236,1504.35,4697,12903
29,2001,29 March 2001,88,2001.238,1503.23,5973,13049
30,2001,30 March 2001,89,2001.241,1502.37,7464,12903
